orderid,timestamp,productid,productname,category,quantity,grossvalue,discountvalue,costofgoodssold,customerid,city,locationid,channel,orderstatus,cart_abandoned,total_price
ORD000988,2025-05-06 04:20:07,P0310,Aspirin 100mg Pack - Store Brand,Pain Relief,4,22.76,2.28,7.2,C00541,Medina,E090,Mobile,Completed,0,20.48
ORD000989,2025-02-05 01:44:46,P0190,Band-Aid Assorted Box - Store Brand - Store Brand - Store Brand,First Aid,3,16.02,2.4,7.11,C00075,Khobar,E036,Web,Completed,0,13.62
ORD000990,2024-11-14 19:43:36,P0253,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,3,112.92,5.65,44.43,C00089,Dammam,E016,Web,Completed,0,107.27
ORD000991,2024-04-19 19:52:11,P0333,Gaviscon 200ml Bottle - Store Brand - Store Brand - Store Brand,Gastrointestinal,5,120.6,18.09,34.35,C00510,Dammam,E084,Mobile,Returned,0,102.51
ORD000992,2025-04-14 11:33:27,P0070,Johnson's Baby Oil 200ml Pack,Baby Care,4,156.72,15.67,62.4,C00262,Medina,E036,Mobile,Completed,0,141.05
ORD000993,2024-05-08 08:30:37,P0220,Panadol Advance Box - Store Brand,Pain Relief,1,10.03,1.5,4.78,C00419,Dammam,E064,Web,Completed,1,8.53
ORD000994,2024-04-26 11:12:50,P0053,Clobetasol Cream 0.05% 30g Bottle,Dermatology,1,113.11,16.97,44.32,C01044,Khobar,E024,Mobile,Completed,0,96.14
ORD000995,2024-04-16 06:50:09,P0051,Band-Aid Assorted Box,First Aid,2,27.3,2.73,11.4,C01186,Jeddah,E120,Web,Completed,0,24.57
ORD000996,2024-10-12 21:12:46,P0118,Mometasone Furoate 0.1% 15g Pack - Store Brand,Dermatology,4,263.64,13.18,146.04,C00784,Mecca,E097,Web,Completed,1,250.46
ORD000997,2025-02-18 01:20:33,P0316,Clobetasol Cream 0.05% 30g Bottle - Store Brand,Dermatology,3,255.87,0.0,102.24,C00489,Medina,E104,Web,Completed,0,255.87
ORD000998,2025-05-12 07:55:21,P0358,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,2,67.62,6.76,26.56,C00191,Medina,E021,Retail,Completed,0,60.86
ORD000999,2024-07-03 09:32:00,P0220,Panadol Advance Box - Store Brand,Pain Relief,4,40.12,4.01,19.12,C00710,Khobar,E103,Mobile,Completed,0,36.11
ORD001000,2025-05-18 13:51:30,P0137,Femibion Prenatal Bottle - Store Brand,Vitamins,1,123.7,18.56,45.73,C00397,Khobar,E005,Mobile,Completed,0,105.14
ORD001001,2025-08-12 04:37:48,P0043,Sensodyne Repair & Protect Pack,Oral Care,4,111.68,0.0,39.88,C00374,Khobar,E016,Web,Completed,0,111.68
ORD001002,2024-08-08 20:01:50,P0313,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,2,129.74,0.0,32.12,C00522,Medina,E057,Web,Completed,0,129.74
ORD001003,2025-03-30 22:58:20,P0196,Brufen 400mg Box - Store Brand,Pain Relief,2,25.58,1.28,11.18,C00656,Dammam,E053,Web,Returned,0,24.3
ORD001004,2025-07-10 00:35:46,P0374,Johnson's Baby Oil 200ml Box - Store Brand - Store Brand,Baby Care,2,49.18,0.0,14.38,C00055,Dammam,E057,Web,Completed,0,49.18
ORD001005,2024-10-10 13:26:21,P0201,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,4,90.6,4.53,35.12,C00646,Mecca,E030,Mobile,Completed,0,86.07
ORD001006,2024-09-19 16:34:37,P0269,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,1,2.94,0.0,0.88,C00582,Riyadh,E024,Mobile,Completed,0,2.94
ORD001007,2024-04-24 13:21:24,P0202,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,2,136.74,6.84,77.86,C00481,Medina,E008,Retail,Cancelled,0,129.9
ORD001008,2024-04-04 11:42:45,P0277,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,3,72.84,7.28,33.63,C00569,Jeddah,E070,Mobile,Completed,0,65.56
ORD001009,2024-06-15 18:12:10,P0200,Imodium 2mg Box - Store Brand - Store Brand,Gastrointestinal,1,17.03,2.55,7.84,C00929,Mecca,E015,Mobile,Completed,0,14.48
ORD001010,2025-06-08 23:38:20,P0152,NeoCitran Hot Drink Pack - Store Brand - Store Brand,Cold & Flu,1,10.44,1.57,6.58,C00960,Khobar,E010,Mobile,Completed,0,8.87
ORD001011,2024-04-11 03:35:19,P0091,Multivitamin Gummies Kids Pack,Vitamins,1,61.0,6.1,24.57,C01166,Jeddah,E043,Retail,Completed,0,54.9
ORD001012,2025-03-23 13:27:10,P0012,Voltaren Emulgel 50g Box,Pain Relief,5,245.1,24.51,102.65,C00285,Medina,E080,Web,Completed,0,220.59
ORD001013,2024-07-17 12:37:47,P0350,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,4,102.48,0.0,29.72,C00944,Mecca,E014,Mobile,Completed,0,102.48
ORD001014,2024-09-05 20:41:28,P0218,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,1,93.49,0.0,34.23,C00111,Khobar,E085,Mobile,Completed,0,93.49
ORD001015,2024-05-22 00:26:15,P0335,Neutrogena Hydro Boost Bottle - Store Brand,Skincare,5,463.15,23.16,157.45,C00821,Medina,E073,Mobile,Completed,1,439.99
ORD001016,2025-05-15 14:19:41,P0039,Neutrogena Hydro Boost Box,Skincare,3,380.85,0.0,129.63,C00976,Khobar,E078,Web,Completed,1,380.85
ORD001017,2024-11-24 03:25:33,P0017,Vicks VapoRub 50g Bottle,Cold & Flu,1,15.25,1.52,5.72,C00702,Medina,E117,Web,Completed,0,13.73
ORD001018,2024-09-18 07:21:45,P0174,Duphaston 10mg Pack - Store Brand,Women's Health,2,106.1,0.0,39.34,C00437,Medina,E089,Web,Completed,1,106.1
ORD001019,2024-12-29 01:12:06,P0376,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,1,4.66,0.0,2.33,C00275,Medina,E118,Web,Completed,0,4.66
ORD001020,2025-03-06 16:37:06,P0212,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand - Store Brand,Dermatology,3,81.36,4.07,74.79,C00848,Medina,E073,Mobile,Cancelled,0,77.29
ORD001021,2025-02-02 13:47:16,P0284,Johnson's Baby Oil 200ml Box - Store Brand,Baby Care,3,90.12,4.51,33.96,C01175,Mecca,E078,Web,Completed,0,85.61
ORD001022,2024-06-22 14:15:24,P0314,Omega-3 Fish Oil Bottle - Store Brand,Vitamins,1,59.66,8.95,26.93,C00447,Medina,E065,Retail,Completed,0,50.71
ORD001023,2024-08-09 17:07:11,P0345,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,4,35.2,0.0,15.32,C00602,Khobar,E022,Web,Completed,1,35.2
ORD001024,2024-06-09 09:56:17,P0245,Imodium 2mg Box - Store Brand,Gastrointestinal,1,25.8,0.0,6.96,C00863,Khobar,E107,Web,Completed,0,25.8
ORD001025,2024-07-03 18:56:53,P0227,Panadol Extra Box - Store Brand - Store Brand,Pain Relief,2,12.0,1.8,3.4,C00900,Medina,E116,Web,Completed,0,10.2
ORD001026,2024-11-05 20:28:09,P0326,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,1,6.6,0.66,3.03,C01019,Medina,E076,Mobile,Completed,0,5.94
ORD001027,2024-05-19 06:05:42,P0269,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,3,8.82,0.88,2.64,C00214,Riyadh,E058,Retail,Completed,1,7.94
ORD001028,2024-11-02 16:01:32,P0057,Mometasone Furoate 0.1% 15g Box,Dermatology,3,365.16,18.26,123.84,C00819,Mecca,E094,Web,Completed,0,346.9
ORD001029,2024-07-19 05:30:46,P0025,Centrum Multivitamins Pack,Vitamins,4,446.56,44.66,146.68,C00106,Riyadh,E087,Mobile,Completed,1,401.9
ORD001030,2024-08-07 05:35:23,P0106,Symbicort Inhaler Bottle - Store Brand,Respiratory,2,568.4,56.84,269.28,C00715,Jeddah,E099,Web,Completed,0,511.56
ORD001031,2024-04-29 11:24:02,P0306,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand - Store Brand,Dermatology,2,76.18,11.43,45.16,C00284,Riyadh,E037,Web,Completed,0,64.75
ORD001032,2024-07-12 04:37:31,P0366,Omega-3 Fish Oil Box - Store Brand - Store Brand,Vitamins,1,41.97,2.1,20.81,C00004,Riyadh,E056,Mobile,Completed,0,39.87
ORD001033,2024-06-08 05:26:19,P0063,Earol Ear Drops Box,Ear Care,1,21.26,1.06,9.41,C00711,Riyadh,E016,Web,Completed,0,20.2
ORD001034,2024-08-01 11:36:57,P0381,Multivitamin Gummies Kids Box - Store Brand,Vitamins,1,41.57,4.16,15.85,C00311,Mecca,E078,Mobile,Returned,0,37.41
ORD001035,2024-07-10 11:44:12,P0011,Voltaren Emulgel 50g Bottle,Pain Relief,1,52.44,2.62,19.04,C00556,Riyadh,E004,Mobile,Completed,0,49.82
ORD001036,2024-03-28 03:29:40,P0307,Duphaston 10mg Pack - Store Brand - Store Brand - Store Brand,Women's Health,2,47.9,0.0,20.56,C01058,Khobar,E048,Web,Returned,1,47.9
ORD001037,2025-03-03 11:22:51,P0305,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,2,89.36,13.4,33.34,C00213,Dammam,E038,Retail,Completed,0,75.96
ORD001038,2025-03-03 03:33:31,P0352,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,4,18.52,2.78,11.36,C00593,Dammam,E034,Web,Completed,0,15.74
ORD001039,2025-08-24 09:00:35,P0315,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand - Store Brand,Baby Care,1,24.97,2.5,13.03,C00741,Khobar,E103,Web,Completed,0,22.47
ORD001040,2024-12-02 01:07:37,P0107,Refresh Tears Eye Drops Box - Store Brand - Store Brand,Eye Care,1,22.3,2.23,12.17,C00299,Mecca,E036,Web,Completed,0,20.07
ORD001041,2025-09-08 07:20:02,P0331,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,1,24.72,0.0,9.83,C00569,Jeddah,E056,Web,Completed,0,24.72
ORD001042,2024-08-17 20:32:11,P0169,Ventolin Inhaler Box - Store Brand,Respiratory,4,763.56,0.0,273.84,C00147,Mecca,E082,Mobile,Completed,1,763.56
ORD001043,2024-09-10 00:15:05,P0294,Colgate Total Bottle - Store Brand,Oral Care,3,44.46,4.45,14.1,C00635,Khobar,E061,Web,Completed,1,40.01
ORD001044,2024-10-28 11:17:16,P0130,Symbicort Inhaler Bottle - Store Brand - Store Brand,Respiratory,1,189.29,0.0,102.82,C00385,Khobar,E067,Retail,Completed,0,189.29
ORD001045,2025-02-23 07:32:13,P0024,Otrivin Nasal Spray Box,Cold & Flu,1,24.5,1.23,11.45,C00838,Dammam,E091,Web,Completed,0,23.27
ORD001046,2025-07-12 09:26:48,P0345,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,1,8.8,0.44,3.83,C00737,Medina,E082,Web,Completed,0,8.36
ORD001047,2024-11-11 01:31:41,P0002,Panadol Extra Bottle,Pain Relief,4,48.88,4.89,16.36,C00349,Riyadh,E086,Web,Completed,1,43.99
ORD001048,2025-06-30 07:49:57,P0133,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,1,10.63,1.59,6.27,C00450,Khobar,E038,Web,Completed,0,9.04
ORD001049,2025-02-11 21:02:51,P0257,Refresh Tears Eye Drops Pack - Store Brand,Eye Care,5,174.7,17.47,63.1,C00583,Khobar,E032,Mobile,Completed,1,157.23
ORD001050,2024-11-25 16:05:09,P0163,Colgate Total Box - Store Brand,Oral Care,3,41.22,4.12,15.03,C00334,Dammam,E090,Web,Completed,1,37.1
ORD001051,2025-04-06 22:07:09,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,2,22.94,1.15,7.36,C00433,Dammam,E004,Web,Completed,1,21.79
ORD001052,2024-05-09 04:42:10,P0183,Band-Aid Assorted Box - Store Brand - Store Brand - Store Brand,First Aid,2,12.68,1.27,5.36,C00093,Khobar,E034,Mobile,Completed,1,11.41
ORD001053,2025-02-16 05:32:13,P0136,Panadol Advance Box - Store Brand,Pain Relief,1,11.22,0.0,6.07,C00781,Mecca,E035,Web,Completed,0,11.22
ORD001054,2024-11-17 14:18:12,P0154,Imodium 2mg Pack - Store Brand,Gastrointestinal,2,49.54,2.48,15.46,C00504,Riyadh,E074,Retail,Completed,0,47.06
ORD001055,2025-07-12 08:03:45,P0394,Femibion Prenatal Pack - Store Brand - Store Brand,Vitamins,2,135.64,6.78,75.98,C00613,Jeddah,E078,Mobile,Returned,0,128.86
ORD001056,2025-01-11 11:49:37,P0064,Gaviscon 200ml Pack,Gastrointestinal,1,53.15,5.32,16.96,C00808,Mecca,E117,Web,Completed,0,47.83
ORD001057,2025-08-13 16:03:27,P0095,Earol Ear Drops Box - Store Brand,Ear Care,1,13.57,0.68,6.49,C00031,Medina,E047,Mobile,Cancelled,1,12.89
ORD001058,2024-09-17 02:21:08,P0063,Earol Ear Drops Box,Ear Care,1,21.26,1.06,9.41,C00422,Khobar,E117,Web,Completed,0,20.2
ORD001059,2024-04-02 13:31:57,P0099,Voltaren Emulgel 50g Bottle - Store Brand,Pain Relief,1,37.67,0.0,11.97,C00679,Medina,E097,Retail,Completed,1,37.67
ORD001060,2025-04-03 14:26:17,P0184,Mometasone Furoate 0.1% 15g Box - Store Brand,Dermatology,1,83.84,8.38,32.45,C01063,Medina,E039,Web,Completed,0,75.46
ORD001061,2024-04-18 04:54:57,P0111,Pampers Baby Dry Bottle - Store Brand,Baby Care,1,117.23,0.0,40.22,C00502,Dammam,E105,Mobile,Completed,0,117.23
ORD001062,2024-10-18 16:23:16,P0332,Femibion Prenatal Pack - Store Brand,Vitamins,4,505.32,0.0,176.88,C00401,Dammam,E010,Mobile,Completed,1,505.32
ORD001063,2024-04-07 14:56:57,P0186,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand,Dermatology,1,44.0,2.2,25.71,C00530,Mecca,E013,Mobile,Completed,0,41.8
ORD001064,2025-07-06 10:09:26,P0272,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand - Store Brand,Dermatology,4,174.48,17.45,32.72,C01043,Jeddah,E055,Mobile,Completed,0,157.03
ORD001065,2025-03-14 09:52:09,P0156,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,1,66.9,6.69,16.49,C01158,Khobar,E084,Mobile,Completed,1,60.21
ORD001066,2024-06-03 06:03:24,P0270,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand,Vitamins,1,17.5,2.62,7.41,C01072,Riyadh,E072,Web,Completed,0,14.88
ORD001067,2025-01-13 23:51:22,P0137,Femibion Prenatal Bottle - Store Brand,Vitamins,1,123.7,18.56,45.73,C00805,Mecca,E094,Web,Completed,0,105.14
ORD001068,2025-03-09 06:10:42,P0115,NeoCitran Hot Drink Pack - Store Brand,Cold & Flu,1,16.2,0.0,8.05,C00298,Dammam,E051,Mobile,Completed,1,16.2
ORD001069,2025-06-03 09:11:09,P0067,Imodium 2mg Pack,Gastrointestinal,1,31.47,3.15,10.01,C00595,Jeddah,E043,Web,Completed,0,28.32
ORD001070,2024-06-05 01:25:42,P0118,Mometasone Furoate 0.1% 15g Pack - Store Brand,Dermatology,2,131.82,6.59,73.02,C00644,Dammam,E111,Retail,Completed,0,125.23
ORD001071,2024-07-10 17:50:26,P0286,Femibion Prenatal Box - Store Brand - Store Brand,Vitamins,2,150.58,22.59,80.18,C00747,Dammam,E067,Mobile,Completed,0,127.99
ORD001072,2024-05-07 17:50:16,P0032,Omega-3 Fish Oil Bottle,Vitamins,3,231.66,23.17,119.91,C00521,Dammam,E053,Web,Completed,0,208.49
ORD001073,2024-04-20 07:50:18,P0017,Vicks VapoRub 50g Bottle,Cold & Flu,1,15.25,2.29,5.72,C00624,Mecca,E112,Web,Completed,1,12.96
ORD001074,2025-05-20 17:45:33,P0142,Pampers Baby Dry Pack - Store Brand - Store Brand,Baby Care,2,117.8,5.89,66.92,C00919,Mecca,E042,Web,Completed,0,111.91
ORD001075,2024-06-12 13:24:28,P0234,Earol Ear Drops Pack - Store Brand - Store Brand,Ear Care,2,15.08,0.0,10.86,C00479,Dammam,E049,Web,Completed,0,15.08
ORD001076,2024-07-30 01:23:03,P0133,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,1,10.63,0.0,6.27,C00347,Dammam,E005,Retail,Completed,1,10.63
ORD001077,2024-07-09 14:31:40,P0110,Imodium 2mg Box - Store Brand,Gastrointestinal,3,72.9,10.94,27.96,C00935,Jeddah,E052,Web,Completed,0,61.96
ORD001078,2025-08-30 13:32:11,P0156,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,1,66.9,6.69,16.49,C00818,Mecca,E079,Retail,Completed,0,60.21
ORD001079,2024-07-10 21:19:38,P0343,Imodium 2mg Box - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,1,7.49,0.37,4.36,C00201,Medina,E103,Mobile,Completed,0,7.12
ORD001080,2025-03-24 16:01:01,P0214,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,2,114.52,11.45,45.06,C00534,Medina,E119,Mobile,Cancelled,0,103.07
ORD001081,2024-07-28 12:52:12,P0051,Band-Aid Assorted Box,First Aid,2,27.3,4.1,11.4,C01176,Dammam,E002,Web,Completed,1,23.2
ORD001082,2024-05-14 01:06:48,P0338,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,5,11.4,0.0,4.65,C00200,Medina,E040,Mobile,Completed,0,11.4
ORD001083,2025-05-14 15:17:22,P0179,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand,Respiratory,2,255.56,0.0,132.12,C00052,Medina,E008,Mobile,Completed,0,255.56
ORD001084,2024-12-20 04:09:41,P0334,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,2,9.0,0.45,6.42,C00886,Khobar,E045,Mobile,Returned,0,8.55
ORD001085,2024-10-29 16:53:18,P0224,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,4,138.76,20.81,62.72,C00263,Jeddah,E075,Mobile,Completed,1,117.95
ORD001086,2024-10-06 20:07:14,P0055,Mometasone Furoate 0.1% 15g Pack,Dermatology,2,212.74,10.64,94.74,C00706,Medina,E010,Mobile,Completed,0,202.1
ORD001087,2024-10-26 10:33:24,P0181,Centrum Multivitamins Pack - Store Brand,Vitamins,1,80.12,0.0,28.79,C00549,Medina,E017,Mobile,Completed,1,80.12
ORD001088,2024-12-04 09:52:48,P0382,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,2,49.08,4.91,23.02,C00410,Jeddah,E104,Mobile,Completed,1,44.17
ORD001089,2024-09-01 13:00:28,P0393,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Personal Care,1,7.31,0.37,4.3,C01059,Mecca,E028,Web,Completed,0,6.94
ORD001090,2024-07-12 07:10:30,P0308,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand,Vitamins,1,44.01,0.0,18.55,C00686,Dammam,E042,Web,Returned,0,44.01
ORD001091,2025-04-24 10:07:31,P0223,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand,Dermatology,4,205.04,30.76,46.72,C00705,Dammam,E086,Web,Completed,0,174.28
ORD001092,2024-09-25 23:34:48,P0007,Aspirin 100mg Pack,Pain Relief,2,15.58,2.34,5.94,C00814,Khobar,E100,Web,Completed,0,13.24
ORD001093,2025-05-02 09:46:00,P0181,Centrum Multivitamins Pack - Store Brand,Vitamins,1,80.12,0.0,28.79,C00864,Jeddah,E114,Mobile,Completed,0,80.12
ORD001094,2025-07-28 05:34:29,P0377,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,4,165.0,8.25,56.72,C00986,Mecca,E108,Web,Completed,0,156.75
ORD001095,2025-09-06 07:25:33,P0335,Neutrogena Hydro Boost Bottle - Store Brand,Skincare,1,92.63,13.89,31.49,C00283,Khobar,E084,Web,Completed,0,78.74
ORD001096,2025-03-19 23:31:55,P0238,Duphaston 10mg Pack - Store Brand,Women's Health,3,159.42,15.94,51.3,C00304,Dammam,E094,Web,Completed,0,143.48
ORD001097,2025-01-14 00:46:15,P0023,Otrivin Nasal Spray Bottle,Cold & Flu,1,23.25,0.0,10.97,C00721,Medina,E026,Web,Completed,0,23.25
ORD001098,2025-06-21 06:35:31,P0021,NeoCitran Hot Drink Box,Cold & Flu,1,23.29,0.0,10.17,C00271,Dammam,E117,Web,Completed,0,23.29
ORD001099,2025-07-07 06:20:34,P0060,Refresh Tears Eye Drops Box,Eye Care,1,45.53,4.55,17.84,C01011,Dammam,E083,Web,Completed,0,40.98
ORD001100,2024-10-21 22:13:07,P0133,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,2,21.26,0.0,12.54,C00109,Riyadh,E111,Mobile,Completed,1,21.26
ORD001101,2025-04-07 19:06:41,P0003,Panadol Extra Box,Pain Relief,1,13.26,0.0,4.28,C00930,Mecca,E005,Web,Completed,0,13.26
ORD001102,2024-08-07 09:02:45,P0117,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,4,96.88,4.84,34.92,C00886,Khobar,E011,Web,Completed,0,92.04
ORD001103,2025-03-02 08:24:47,P0088,Colgate Total Pack,Oral Care,2,37.98,0.0,18.68,C00247,Riyadh,E041,Web,Completed,0,37.98
ORD001104,2025-08-13 19:17:40,P0050,Band-Aid Assorted Bottle,First Aid,2,22.74,0.0,11.38,C00829,Riyadh,E043,Mobile,Completed,0,22.74
ORD001105,2024-08-01 09:37:01,P0382,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,4,98.16,9.82,46.04,C00248,Riyadh,E067,Web,Completed,1,88.34
ORD001106,2025-08-23 14:29:48,P0350,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,3,76.86,0.0,22.29,C00346,Jeddah,E025,Mobile,Completed,0,76.86
ORD001107,2024-05-27 04:32:17,P0322,Pampers Baby Dry Bottle - Store Brand - Store Brand,Baby Care,1,75.96,0.0,37.49,C01153,Dammam,E036,Mobile,Completed,1,75.96
ORD001108,2024-08-04 07:36:33,P0116,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,2,38.94,0.0,14.08,C00775,Medina,E040,Web,Completed,0,38.94
ORD001109,2025-03-20 02:49:13,P0208,Voltaren Emulgel 50g Box - Store Brand,Pain Relief,2,66.14,0.0,27.62,C00281,Medina,E073,Retail,Completed,0,66.14
ORD001110,2024-08-11 17:18:45,P0261,Band-Aid Assorted Pack - Store Brand,First Aid,3,25.26,1.26,10.59,C00569,Jeddah,E041,Mobile,Returned,0,24.0
ORD001111,2024-03-31 01:50:22,P0277,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,1,24.28,2.43,11.21,C01121,Jeddah,E059,Web,Completed,0,21.85
ORD001112,2024-11-17 00:43:34,P0201,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,4,90.6,4.53,35.12,C00100,Medina,E096,Mobile,Completed,0,86.07
ORD001113,2025-01-11 14:06:26,P0261,Band-Aid Assorted Pack - Store Brand,First Aid,3,25.26,1.26,10.59,C00591,Medina,E036,Web,Completed,0,24.0
ORD001114,2024-08-16 04:23:40,P0172,Imodium 2mg Pack - Store Brand - Store Brand,Gastrointestinal,1,17.36,0.87,5.26,C00309,Dammam,E023,Retail,Completed,1,16.49
ORD001115,2024-10-14 10:43:37,P0170,Pampers Baby Dry Pack - Store Brand - Store Brand,Baby Care,1,55.48,5.55,21.48,C00485,Medina,E075,Web,Completed,1,49.93
ORD001116,2025-07-26 02:25:58,P0389,Clobetasol Cream 0.05% 30g Bottle - Store Brand - Store Brand,Dermatology,3,195.69,9.78,79.08,C01121,Jeddah,E005,Retail,Completed,0,185.91
ORD001117,2025-05-14 19:20:24,P0367,Pampers Baby Dry Pack - Store Brand - Store Brand,Baby Care,2,111.2,16.68,44.14,C00120,Dammam,E045,Mobile,Completed,0,94.52
ORD001118,2024-08-31 02:20:22,P0328,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand,Vitamins,1,11.46,1.15,7.03,C00319,Jeddah,E012,Mobile,Completed,0,10.31
ORD001119,2025-03-21 05:35:16,P0229,Imodium 2mg Box - Store Brand - Store Brand - Store Brand,Gastrointestinal,1,11.34,0.0,5.73,C00886,Khobar,E067,Mobile,Completed,0,11.34
ORD001120,2025-03-20 21:21:39,P0292,Band-Aid Assorted Bottle - Store Brand - Store Brand - Store Brand,First Aid,2,10.54,1.05,3.94,C00704,Khobar,E073,Web,Completed,0,9.49
ORD001121,2024-11-28 08:41:54,P0218,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,3,280.47,28.05,102.69,C00746,Khobar,E112,Retail,Completed,1,252.42
ORD001122,2024-12-07 22:44:27,P0163,Colgate Total Box - Store Brand,Oral Care,1,13.74,0.0,5.01,C00397,Khobar,E024,Retail,Completed,1,13.74
ORD001123,2025-05-21 15:55:50,P0300,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand,Personal Care,1,10.21,0.0,7.72,C01150,Riyadh,E057,Mobile,Completed,1,10.21
ORD001124,2025-01-27 03:21:49,P0029,Redoxon Vitamin C 1000mg Bottle,Vitamins,2,69.22,3.46,22.86,C00241,Jeddah,E033,Mobile,Completed,1,65.76
ORD001125,2025-09-01 00:26:44,P0141,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,2,30.08,0.0,14.32,C01088,Dammam,E119,Retail,Completed,0,30.08
ORD001126,2025-02-12 22:59:44,P0209,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,2,98.8,9.88,50.48,C00094,Medina,E074,Web,Completed,0,88.92
ORD001127,2024-11-11 10:31:00,P0395,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,4,96.96,4.85,43.76,C00465,Jeddah,E073,Mobile,Completed,0,92.11
ORD001128,2024-05-03 18:09:16,P0327,Neutrogena Hydro Boost Box - Store Brand,Skincare,5,410.5,41.05,139.0,C01140,Medina,E102,Mobile,Completed,1,369.45
ORD001129,2025-01-24 13:06:31,P0122,Band-Aid Assorted Bottle - Store Brand,First Aid,1,8.4,0.0,4.2,C00824,Riyadh,E085,Web,Completed,0,8.4
ORD001130,2024-11-16 19:57:44,P0156,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,1,66.9,3.35,16.49,C00890,Dammam,E110,Web,Completed,0,63.55
ORD001131,2024-07-20 16:35:14,P0036,Cetaphil Gentle Cleanser Box,Skincare,3,235.74,23.57,89.34,C01157,Mecca,E001,Web,Completed,1,212.17
ORD001132,2025-05-24 00:48:17,P0139,Duphaston 10mg Bottle - Store Brand,Women's Health,3,198.12,9.91,74.16,C00461,Riyadh,E117,Web,Completed,1,188.21
ORD001133,2024-09-27 12:17:13,P0256,Imodium 2mg Box - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,3,21.51,0.0,14.28,C00006,Medina,E050,Web,Completed,0,21.51
ORD001134,2025-01-27 13:37:04,P0353,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,3,120.69,12.07,40.86,C00379,Mecca,E105,Mobile,Completed,1,108.62
